Region,Serpo,Segmen
JBRO (Jabo+Sukabumi),Jakarta Barat,Palmerah Kemanggisan - Wisma Palmerah
JBRO (Jabo+Sukabumi),Bekasi Selatan,RAWA_AREN - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Timur,Pondok Kelapa - Suryaman
JBRO (Jabo+Sukabumi),Karawang Barat,KROJAN - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Timur,Pulo Gebang - Harapan Indah
JBRO (Jabo+Sukabumi),Karawang Timur,DAWUAN_IM3 - HH EXT
JBRO (Jabo+Sukabumi),Bogor Timur,Telkom Sigma Sentul - Kebon Singkong Leg-1
JBRO (Jabo+Sukabumi),Jakarta Utara,TUGU_SELATAN_XL - KOJA_CLNCNG
JBRO (Jabo+Sukabumi),Jakarta Pusat,RKFO Harmoni - KPPTI Leg-1
JBRO (Jabo+Sukabumi),Jakarta Pusat,RKFO Harmoni - KPPTI Leg-2
JBRO (Jabo+Sukabumi),Jakarta Selatan,Pisangan Baru - Pancoran
JBRO (Jabo+Sukabumi),Jakarta Barat,POS PENGMBEN2_TB - HH Akses
JBRO (Jabo+Sukabumi),Karawang Barat,PEKAPURAN - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,RKFO Harmoni - Wisma Hayam Wuruk
NSRO (North Sumatera),Dumai,Bunga Raya - Sungai Pakning
NSRO (North Sumatera),Dumai,Siak Sri Indrapura - Bunga Raya
WJRO (West Java),Bandung 1,PANJADAKAN - HH Akses
WJRO (West Java),Cianjur,CIPATAT - JT14/NEW HH
WJRO (West Java),Cianjur,PSR_RAJAMANDLA - HH Akses
WJRO (West Java),Ciwidey,MAJALAYA - HH Akses
SSRO (South Sumatera),Bayung Lincir / Tempino,KEC_SUNGAI_BAHAR - HH Akses
SSRO (South Sumatera),IOH Sekayu,11SKY037 SUNGAI KERUH MUBA - BABAT ENM
SSRO (South Sumatera),IOH Sekayu,C3_PELAKAT_TINGGI - JC BRANCHING LEG1 (TO: SEKAYU)
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,09MSK002 MUARA_SABAK-09MSK004 PEL_SABAK
SSRO (South Sumatera),IOH Sekayu,TELUK KIJING - HH Akses
SSRO (South Sumatera),IOH Sarolangun,SPP_PANDAN_EP HH LEG1 TO SAROLANGUN
SSRO (South Sumatera),Lampung 02 ( Kedaton ),13KLA030 BUDI_LESATARI_TB - Branching to Talang jawa
SSRO (South Sumatera),Sungai Ayam,SUNGAI_AYAM-TELAGA_RIAU LEG2
SSRO (South Sumatera),Jambi 01,09JBI029 SRI_SOEDEWI - HH KENALI BESAR POI Leg 1
SSRO (South Sumatera),Lahat,60144-Lahat Leg1
SSRO (South Sumatera),Sungai Lilin,Peninggalan - HH Akses
SSRO (South Sumatera),IOH Martapura,BK_3_RAWA_BENING - HH Akses
SSRO (South Sumatera),Jambi 01,09JBI029 SRI_SOEDEWI - 050002 H_SYAMSU_BAHRUN POI Leg 2
SSRO (South Sumatera),Talangkawo,MERDEKA_SIDOLEGO Leg1 to Sungai Abu
SSRO (South Sumatera),Prabumulih,CAMBAI - HH Akses
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,PEMATANG_LUMUT - HH Akses
SSRO (South Sumatera),IOH Sekayu,MANGUN_JAYA - HH Akses
SSRO (South Sumatera),IOH Martapura,BK6 - HH Akses
SSRO (South Sumatera),IOH OKI Tugumulyo,TANJUNG_LUBUK - HH Akses
SSRO (South Sumatera),IOH Martapura,PELANGKI_OGS - HH Akses
SSRO (South Sumatera),IOH Martapura,DAMARPURA_OGS - HH Akses
SSRO (South Sumatera),IOH Sarolangun,09BKO003 SUNGAI_ABU - HH Branching LEG2 (to: Kuamang Kuning)
SSRO (South Sumatera),Batam 01,Bukit Senyum-DANAGRAHA_BUILDING
SSRO (South Sumatera),Batam 01,MAY_MART - HH Akses
SSRO (South Sumatera),IOH Pangkal Pinang,PANGKAL PINANG_Leg 2 - 060152_RAYA_SUNGHIM_DWI_MAKMUR_4G
SSRO (South Sumatera),IOH Pangkal Pinang,SIMPANG_JALUR_Leg 1 - 060152_RAYA_SUNGHIM_DWI_MAKMUR_4G
SSRO (South Sumatera),IOH Batam 02,DURIANGKANG - PINTU4_MUKA_KUNING
SSRO (South Sumatera),Lubuk Linggau 01,Bank Sumsel Babel Cabang Tugumulyo
SSRO (South Sumatera),Lahat,Bank Sumsel Babel Cabang Bunga Mas
SSRO (South Sumatera),Lampung 01,TANJUNGAN_Leg 1 - LINTAS SUMATERA - NEGRI AGUNG
SSRO (South Sumatera),Lampung 02 ( Kedaton ),WAY HALIM_Leg 2 - LINTAS SUMATERA - NEGRI AGUNG
SSRO (South Sumatera),IOH Bengkulu 02,BTN-070358 AIR_SEBAKUL (POI Bengkulu Leg3)
SSRO (South Sumatera),IOH Sekayu,C3_PELAKAT_TINGGI - JC BRANCHING LEG2 (TO: SUNGAI KERUH)
SSRO (South Sumatera),IOH Krui,Krui - JC XL LIWA
SSRO (South Sumatera),Lampung 01,13KLA083 SIRING_JAHA-SIDOMULYO_LAMPUNG
NSRO (North Sumatera),Dusun Mundo,SRI_AGUNG_KTL_TB Leg2 to Taman Raja
SSRO (South Sumatera),Lampung 02 ( Kedaton ),13KLA030 BUDI_LESATARI_TB - Branching to Tanjung Bintang
NSRO (North Sumatera),Dusun Mundo,SRI_AGUNG_KTL_TB Leg1 to Slensen
SSRO (South Sumatera),Talangkawo,MERDEKA_SIDOLEGO Leg2 to Talang Kawo
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,SKKL TUNGKAL-KUALA TUNGKAL (BMH JIBA
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Liwa - JC XL KRUI
SSRO (South Sumatera),IOH Manna,PADANG_GUCI - HH LEG2 TANJUNG_BULAN
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),09LPU0001 TANJUNG_BARU Leg2 to Sumber Jaya
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),09LPU0001 TANJUNG_BARU Leg1 to Tebing Kimpul
SSRO (South Sumatera),Batam 01,Muka Kuning Pintu 2-DURIANGKANG
SSRO (South Sumatera),IOH Gn Batin / Menggala,09MGA0008 UMBULPEDADA_MT - HH Simpang Penawar
SSRO (South Sumatera),IOH Gn Batin / Menggala,Tulang Bawang-09MGA0008 UMBULPEDADA_MT
KRO (Kalimantan),Sintang,JEROJA - HH Akses
KRO (Kalimantan),Bontang,PRANGAT_BARU - HH Akses
KRO (Kalimantan),KM.38,MT_HARYONO-KM38_BALIKPAPAN
KRO (Kalimantan),KM.38,KM38_BALIKPAPAN-NEW_SEPAKU
KRO (Kalimantan),KM.38,NEW_SEPAKU-NEW_PETUNG
KRO (Kalimantan),Nanga Tayap,BALAI_BERKUAK-JT.44(simpang_Tayan)
KRO (Kalimantan),Nanga Tayap,BALAI_BERKUAK-JT.45(Aur_Kuning)
CJRO (Central Java),Bumiayu,DUKUHLO_SLW-HH
SSRO (South Sumatera),IOH OKI Tugumulyo,Trimo Harjo-HH Branching
SSRO (South Sumatera),IOH Pangkal Pinang,Air bara
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Akses Tambak Jaya
JBRO (Jabo+Sukabumi),Tangerang Utara,Villa Asean - MSC Serpong
NSRO (North Sumatera),Takengon,Blang Rakal - Bireun
JBRO (Jabo+Sukabumi),Jakarta Barat,Kamal Benda
JBRO (Jabo+Sukabumi),Bogor Barat,BANGUNJAYA_CIGUDEG_CBX - HH Akses
SSRO (South Sumatera),Sungai Lilin,RM_Pagi_Sore - HH Akses
SSRO (South Sumatera),Sungai Ayam,SUNGAI_AYAM-TELAGA_RIAU LEG1
SSRO (South Sumatera),IOH Pagar Alam,PAGAR_ALAM_2 Leg1 to GUNUNGGARE
SSRO (South Sumatera),IOH Pagar Alam,TANJUNG_SAKTI Leg2 To Pagar Alam2
JBRO (Jabo+Sukabumi),Jakarta Utara,TIPAR_CAKUNG - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Timur,Pulomas Utara - Jatinegara Kaum
JBRO (Jabo+Sukabumi),Jakarta Selatan,MENTENG_PULO - CYBER 2
JBRO (Jabo+Sukabumi),Tangerang Inner,Modernland - MSC Serpong
JBRO (Jabo+Sukabumi),Jakarta Barat,Hasyim - HH Ext
JBRO (Jabo+Sukabumi),Jakarta Selatan,Awang Tebet - Agus Tebet
JBRO (Jabo+Sukabumi),Jakarta Pusat,KEBON_KACANG - HH EXT
JBRO (Jabo+Sukabumi),Tangerang Selatan,Lippo Karawaci - BSD Toll Gate
JBRO (Jabo+Sukabumi),Jakarta Pusat,Ramayana Pusat - KPPTI
JBRO (Jabo+Sukabumi),Depok Inner,UNIV_INDONESIA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Timur,Jatinegara Kaum - Pegangsaan 2
JBRO (Jabo+Sukabumi),Jakarta Barat,POS_PENGUMBEN - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Selatan,LIPPO KUNINGAN_ - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,TAMAN_PLUIT - HH Akses
JBRO (Jabo+Sukabumi),Tangerang Utara,Taman Tekno - Amarapura
JBRO (Jabo+Sukabumi),Jakarta Barat,HERMALYPESING - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Barat,PEKOJAN - HH EXT
JBRO (Jabo+Sukabumi),Bekasi Selatan,HORISON_BEKASI - STDBEKASI_HUB
JBRO (Jabo+Sukabumi),Jakarta Selatan,SOUTH QUARTER_ - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,SUNTER_INDAH_RAYA_PL - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Timur,Swadaya Jaktim - Cipinang Muara
JBRO (Jabo+Sukabumi),Jakarta Timur,Swadaya Jaktim - Buaran
JBRO (Jabo+Sukabumi),Jakarta Utara,PANTAI_INDAH_SELATAN - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Utara,PEJAGALAN - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Utara,KAPUK MUARA  - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Barat,Palmerah Kemanggisan - Wisma Barito
NSRO (North Sumatera),Medan BB,Mardinding - Lawe Sigala Gala
NSRO (North Sumatera),Medan BB,Rto Lawe Sigala Gala 1 - Lawe Sigala Gala
NSRO (North Sumatera),Medan BB,Rto Lawe Sigala Gala 1 - Mardinding
JBRO (Jabo+Sukabumi),Jakarta Barat,Wisma Palmerah - HH Joglo Pelajar
JBRO (Jabo+Sukabumi),Jakarta Barat,Yulius Kamal - Kapuk Muara
JBRO (Jabo+Sukabumi),Jakarta Utara,GADING MEDITERANIA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,Kepu Selatan - Bendungan Jago & Kawi Kawi
JBRO (Jabo+Sukabumi),Jakarta Pusat,IWAN_BLD - HH EXT
JBRO (Jabo+Sukabumi),Sukabumi Selatan,Cibengang - Surya Kencana
JBRO (Jabo+Sukabumi),Jakarta Selatan,RATU PRABU 2 - HH EXT
NSRO (North Sumatera),Medan BB,Rto Lawe Sigala Gala 1 - Lau Baleng
JBRO (Jabo+Sukabumi),Cikarang,Sukatani Batujaya
JBRO (Jabo+Sukabumi),Jakarta Timur,Utan Kayu - HH KPPTI
JBRO (Jabo+Sukabumi),Sukabumi Selatan,Cibengang - Purabaya
JBRO (Jabo+Sukabumi),Jakarta Pusat,BANK INDONESIA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,Bag Cokro - KPPTI
JBRO (Jabo+Sukabumi),Jakarta Pusat,SENTIONG_PL - HH Akses
JBRO (Jabo+Sukabumi),Bogor Timur,NARASOMA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Barat,Hasyim - Bethel
JBRO (Jabo+Sukabumi),Jakarta Utara,Sunter B - HH Mitra Sunter
JBRO (Jabo+Sukabumi),Jakarta Pusat,PERC_NEGARA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,Panglima Polim - Melawai
JBRO (Jabo+Sukabumi),Jakarta Utara,METRO - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,JAMSOSTEK GATSU - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_PATRA_JASA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,HAJI_UNG_PK - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_IMPERIUM - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,PEGANGSAAN2 - HH EXT
JBRO (Jabo+Sukabumi),Cikarang,TOLL_KM_38_39_TB - HH EXT
SSRO (South Sumatera),Sungai Lilin,Bank Sumsel Babel Cabang Betung
WJRO (West Java),Cirebon 1,Luwung - HH Akses
WJRO (West Java),Ciamis,Kawali - Nangela
WJRO (West Java),Banjar,Tosin Banjar - HH Ext Langen
JBRO (Jabo+Sukabumi),Jakarta Selatan,Menara Dea - Citra Graha
JBRO (Jabo+Sukabumi),Jakarta Pusat,Ruko Alaydrus - Harmoni
JBRO (Jabo+Sukabumi),Jakarta Selatan,BANKMEGA_DKH - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Selatan,PD_PAL - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,CYBER 2 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_MNR_BTN - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,PLUITMEGAMALL - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,KPKMUARAINDAH_ND - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Selatan,_GRAHA_AKTIVA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_RATU_PLAZA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,PDKPINANG - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_CITRA_GRAHA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_W_HAYAM_WURUK - HH EXT
NSRO (North Sumatera),Jadijaya,BSC Tanjung Balai Kota - Sei Apung Jaya
JBRO (Jabo+Sukabumi),Jakarta Selatan,_ELEKTRINDO - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_MULIA1_Leg 1 - Menara Mulia
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_MULIA1_Leg 2 - Menara Mulia
JBRO (Jabo+Sukabumi),Bekasi Barat,PEJUAN_BKS_XL - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Selatan,Capital Place_Leg 1 - MSC_JAKARTA_KUNINGAN
JBRO (Jabo+Sukabumi),Jakarta Selatan,Capital Place_Leg 2 - MSC_JAKARTA_KUNINGAN
JBRO (Jabo+Sukabumi),Jakarta Selatan,KUNINGAN CITY - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Barat,_P_GAJAHMADA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_SATRIO - HH EXT
JBRO (Jabo+Sukabumi),Tangerang Utara,Pasir Nangka - Cikupa
JBRO (Jabo+Sukabumi),Jakarta Timur,CIPINANG_BARU-1 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,DANAMON ABDUL MUIS - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_W_ANTARA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_DANAMON_AETNA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,MBI_ELEKTRIK - HH Akses
JBRO (Jabo+Sukabumi),Jakarta Utara,Taman Modern - Pulo Gebang & Cakung
JBRO (Jabo+Sukabumi),Jakarta Pusat,_H_BOROBUDUR - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_MULIA1 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_PLAZA_CENTRIS - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_GRAND_MELIA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_SENAYANCTYCTR - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,MENTENG_PULO - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Timur,Jatinegara Kaum - Pisangan Timur
JBRO (Jabo+Sukabumi),Jakarta Barat,INDI_MANGGA2 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_MNR_BDN - HH EXT
NSRO (North Sumatera),Dharmasraya,Gunung Medan - Dharmasraya
NSRO (North Sumatera),Medan BB,Tanah Pinem - Rto Lawe Sigala Gala 1
NSRO (North Sumatera),Jadijaya,Akses Sei Bejangkar (Sei Bejangkar - Lima Puluh)
NSRO (North Sumatera),Seribu Dolok,Akses Pematang Purba (Pematang Purba - Tigaras)
NSRO (North Sumatera),Seribu Dolok,Akses Pematang Purba (Pematang Purba - Seribu Dolok)
NSRO (North Sumatera),Medan BB,Rto Lawe Sigala Gala 1 - Tiga Binanga
NSRO (North Sumatera),Banda Aceh,Indrapuri - Lambaro
NSRO (North Sumatera),Jadijaya,Akses Sei Bejangkar (Sei Bejangkar - Kisaran Patimura)
NSRO (North Sumatera),Banda Aceh,Indrapuri - Seulimuem
WJRO (West Java),Sindangbarang,Sukapura - Cidaun
WJRO (West Java),Sindangbarang,Karangwangi - Cidamar
WJRO (West Java),Sindangbarang,Karangwangi - Mekarmukti
WJRO (West Java),Sindangbarang,Sukapura - Lapang Ciujung
WJRO (West Java),Tasikmalaya Selatan,Panca Tengah - Banjarwaringin
WJRO (West Java),Majalengka,Nodal Tanjungkerta SMI - Tanjungsiang
WJRO (West Java),Sindangbarang,Kubang - Kalibaru
WJRO (West Java),Indramayu,MOCN Haurgeulis - 100043 B
WJRO (West Java),Garut Utara,MOCN Leles - 100118
WJRO (West Java),Tasikmalaya Selatan,Cipedes - By Pass Tasikmalaya
WJRO (West Java),Cianjur,Maleber - Mande
WJRO (West Java),Tasikmalaya Selatan,Cipedes - Tasik
WJRO (West Java),Indramayu,MOCN Haurgeulis - 100043 A
WJRO (West Java),Banjar,Kalipucang - HH Akses
JBRO (Jabo+Sukabumi),Depok Inner,UI SALEMBA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_SIEMENS (PANCORAN) - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_DANAMON - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,ATRIUM MULIA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,MENARA CAKRAWALA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Barat,H_MANGGA2 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,TECO - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_PLAZA_BII1 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,_APT_MITRA_SNTR - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Barat,JL_PANJANG_P - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_ANUGRAH - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_LANDMARK_A - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_MNR_BATAVIA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_MNR_KADIN - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_WISMA_BSG - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,_WTC - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,Chaze Plaza - BCA
NSRO (North Sumatera),Padang,PAINAN - HH Akses
NSRO (North Sumatera),Bawan,AIR_GADANG - HH Akses
NSRO (North Sumatera),Aster,SIMPANG_KULIM - HH Akses
NSRO (North Sumatera),Lhouksemawe,GEROGOK - HH Akses
NSRO (North Sumatera),Sigli,BIREUNEUN - HH Akses
NSRO (North Sumatera),Sigli,TRINGGADING - HH Akses
NSRO (North Sumatera),Sigli,MEUREDU - HH Akses
NSRO (North Sumatera),Takengon,LAMPAHAN - HH Akses
NSRO (North Sumatera),Takengon,BUKIT_MENJANGAN - HH Akses
NSRO (North Sumatera),Tiga Binanga,LAU_BALENG - HH Akses
NSRO (North Sumatera),Panti,TAPUS - HH Akses
NSRO (North Sumatera),Padang Sidempuan,RD_TO_SOSA - HH Akses
NSRO (North Sumatera),Langsa,PEUREULAK - HH Akses
NSRO (North Sumatera),Medan BB,MARTABE_GOLF - HH Akses
NSRO (North Sumatera),Medan BB,SIBOLANGIT - HH Akses
NSRO (North Sumatera),Medan BB,PSR_MELINTANG - HH Akses
NSRO (North Sumatera),Padang Sidempuan,SITINJAK - HH Akses
NSRO (North Sumatera),Langsa,11098_ARAMIYAH - HH Akses
NSRO (North Sumatera),Tiga Binanga,KUTACANE - LAWE_SIGALA_GALA
NSRO (North Sumatera),Langsa,DESA BLANG BALOK -
NSRO (North Sumatera),Pekanbaru BB,MSC Airport_Leg 1 - 049001_MSC_PEKANBARU_4G
NSRO (North Sumatera),Bukit Tinggi,KOTO_BARU (BUKIT TINGGI)_Leg 2 - TANJUNG_PANDAI_SINGKEK
NSRO (North Sumatera),Padang,Lubung Begalung_Leg 1 - 037001_KP_MLAYULUBUKLINTAH_4G
NSRO (North Sumatera),Langsa,LANGSA_Leg 2 - PEUDAWA
NSRO (North Sumatera),Sigli,MATANG_NIBONG_JEUHIEB -
NSRO (North Sumatera),Langsa,LANGSA_Leg 1 - 010065_PERMAIGMPONGTEUNGOH_4G
NSRO (North Sumatera),Langsa,LANGSA_Leg 2 - 010065_PERMAIGMPONGTEUNGOH_4G
NSRO (North Sumatera),Lhouksemawe,PANTON_LABU_Leg 1 - 010040_LINTAS_MEDAN_LHOKSUKON_MEUNASAH_MEUNJE_4G
NSRO (North Sumatera),Lhouksemawe,LHOKSEUMAWE_Leg 2 - 010040_LINTAS_MEDAN_LHOKSUKON_MEUNASAH_MEUNJE_4G
NSRO (North Sumatera),Lhouksemawe,BIREUN_Leg 2 - 010330_BIREUN_4G
NSRO (North Sumatera),Lhouksemawe,BIREUN_Leg 1 - 010330_BIREUN_4G
JBRO (Jabo+Sukabumi),Jakarta Timur,Pisangan Timur - Jatinegara Kaum
JBRO (Jabo+Sukabumi),Jakarta Pusat,_PERTAMINA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_WS_BNI46 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_WISMA46 - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_RATU_PRABU1 - HH EXT
JBRO (Jabo+Sukabumi),Cikarang,JABABEKA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Selatan,_BAPINDO_PLZ1 - HH EXT
NSRO (North Sumatera),Dumai,Sungai Pakning - Perdada Caltex
NSRO (North Sumatera),Dumai,Perdada Caltex - Bunga Raya
NSRO (North Sumatera),Rengat,Road to Rengat - Tembilahan
NSRO (North Sumatera),Rengat,Road to Rengat - Paruna
NSRO (North Sumatera),Rengat,Paruna - Tembilahan
NSRO (North Sumatera),Ujung Tanjung,Ujung Tanjung - Poros Kecamatan Sepakat
NSRO (North Sumatera),Ujung Tanjung,Poros Kecamatan Sepakat - Bagan Siapiapi
NSRO (North Sumatera),Ujung Tanjung,Poros Kecamatan Sepakat - Tanah Putih
NSRO (North Sumatera),Ujung Tanjung,Tanah Putih - Ujung Tanjung
NSRO (North Sumatera),Ujung Tanjung,Ujung Tanjung - Tanah Merah
NSRO (North Sumatera),Ujung Tanjung,Tanah Merah - Poros Kecamatan Sepakat
JBRO (Jabo+Sukabumi),Jakarta Pusat,Bunda - KPPTI
JBRO (Jabo+Sukabumi),Jakarta Pusat,Sarinah - KPPTI
JBRO (Jabo+Sukabumi),Jakarta Selatan,LINTASARTA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Timur,Cipinang  Muara - Swadaya Jaktim
JBRO (Jabo+Sukabumi),Jakarta Pusat,_H_ARYADUTA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Pusat,_W_NUSANTARA - HH EXT
JBRO (Jabo+Sukabumi),Jakarta Utara,Kampung Rawa Malang - Semper Timur
JBRO (Jabo+Sukabumi),Jakarta Selatan,_HAYAM_WURUK - HH EXT
WJRO (West Java),Sindangbarang,CIDAMAR_CJR - HH Akses
SSRO (South Sumatera),IOH Sarolangun,Talang kawo-09BKO031 GUGUK
SSRO (South Sumatera),Sungai Penuh,TAMIAI - GUGUK
SSRO (South Sumatera),Sungai Penuh,Sungai Penuh - Tapan
SSRO (South Sumatera),Sungai Penuh,V_SUNGAI_PENUH - TAMIAI
SSRO (South Sumatera),Lampung 01,Pasar Cimeng-13KLA026 GEBANG
SSRO (South Sumatera),Palembang 01,Kebun Bunga-Gasing
SSRO (South Sumatera),IOH Kuala Tungkal / Sangeti,09MSK001 PETRO_CINA-09MSK002 MUARA_SABAK
SSRO (South Sumatera),IOH Pangkal Pinang,Toboali-KEPOSANG
SSRO (South Sumatera),Palembang 01,RIMBO_TERAP - HH LEG1 A45
SSRO (South Sumatera),Lampung 01,13KLA083 SIRING_JAHA to HH Branching Tanjungan
SSRO (South Sumatera),Muara Enim,HRAKHYAN LEG1 TO MUARA_ENIM
SSRO (South Sumatera),IOH OKI Tugumulyo,PEDAMARAN_4G - HH LEG1 PEDAMARAN
SSRO (South Sumatera),Lahat,60144-Lahat Leg2
SSRO (South Sumatera),IOH OKI Tugumulyo,KARANG_SARI_BK_11 - HH Akses
SSRO (South Sumatera),Palembang 02,60160-Indralaya Leg2
SSRO (South Sumatera),Palembang 02,60160-Indralaya Leg1
SSRO (South Sumatera),IOH Manna,PADANG_GUCI - HH LEG1 BINTUHAN
SSRO (South Sumatera),Muara Enim,GUNUNG_MEGANG LEG1 TO SIMPANG_BELIMBING
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Fajar Bulan-PURALAKSANA_TB
SSRO (South Sumatera),IOH OKI Tugumulyo,MUARA_BURNAI_OKI_IB - LEG1 PEDAMARAN_4G
SSRO (South Sumatera),IOH OKI Tugumulyo,SUBAN_CONOCO - HH Akses
SSRO (South Sumatera),IOH Lubuk Linggau 02,SUNGAI_PINANG_LLG LEG1 HH XL MUARA LAKITAN
SSRO (South Sumatera),IOH OKI Tugumulyo,KEMAN_OKI_XL - HH LEG1 KAYU AGUNG
SSRO (South Sumatera),IOH OKI Tugumulyo,SARIGUNA - HH Akses
SSRO (South Sumatera),Muara Enim,KEBAN_AGUNG_MEN LEG1 TO TANJUNG AGUNG
SSRO (South Sumatera),IOH Lubuk Linggau 02,TERAWAS_TB LEG1 TERUSAN
SSRO (South Sumatera),Lahat,11LHT014 RD_TO_TEBING_TINGGI_KIKIM - LEG2 to EMPAT_LAWANG
SSRO (South Sumatera),IOH OKI Tugumulyo,TANJUNG_RAJA2_MT LEG1 TANJUNG_RAJA
SSRO (South Sumatera),IOH Lubuk Linggau 02,Muara Lakitan-HH XL LEG2
SSRO (South Sumatera),Lampung 01,WONODADI_PADASUKA HH LEG1 TO NEGRI AGUNG
SSRO (South Sumatera),IOH OKI Tugumulyo,SERI_TANJUNG - HH Akses
SSRO (South Sumatera),IOH Pagar Alam,TALANG_BENTENG Leg1 to Bandu Agung
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),WAY_TENONG - HH LEG1 FAJAR_BULAN
SSRO (South Sumatera),IOH Gn Batin / Menggala,BRINTIS_LEMPUYANG_BANDAR LEG1 BANDAR_AGUNG
SSRO (South Sumatera),IOH Lubuk Linggau 02,TERUSAN_RPT_EP LEG1 TERAWAS
SSRO (South Sumatera),IOH Sekayu,LINGKAR_DUA_SEKAYU Leg1 to Sekayu
SSRO (South Sumatera),IOH Pagar Alam,TANJUNG_SAKTI Leg1 To RD_TO_TANJUNG_SAKTI_BKL
